ds,yhat,yhat_lower,yhat_upper
2018-01-07,57.914496147786,50.74802014421969,64.84913572521339
2018-01-14,54.03729619611837,47.45490732470541,61.08499797168311
2018-01-21,52.33007152937526,45.61983048838278,59.27262410360651
2018-01-28,54.02094806070106,47.202792101116174,61.2383321709018
2018-02-04,56.41681467532492,49.01643901942611,63.80757322471005
2018-02-11,56.811328302840224,49.99419446719781,63.78628977814264
2018-02-18,55.77339347861464,49.22487881349271,63.11902831436722
2018-02-25,55.93284399479445,48.281142878567856,62.55421660355973
2018-03-04,58.22813830346254,51.31859094313458,65.31199407102463
2018-03-11,60.57281462834858,53.175610521987664,67.14682766432742
2018-03-18,60.52304196982404,53.347481724870526,67.44869103725345
2018-03-25,58.36866108215041,51.67144852139949,65.34747010467422
2018-04-01,56.69697824470658,49.77083486762295,63.75654346833301
2018-04-08,57.12947144568998,50.32744360932907,64.33280597044309
2018-04-15,58.4849246076651,51.11590353330413,65.11055991851018
2018-04-22,58.60276115098999,52.0505272743421,65.58779615836475
2018-04-29,57.2670236259759,50.58236882713474,64.06131551201362
2018-05-06,56.35956041810481,48.95426457097467,63.20798943788037
2018-05-13,57.12913166781002,50.15870426573338,64.25605673199374
2018-05-20,58.2894049604746,51.0094171017826,65.41826736714071
2018-05-27,57.55770114282405,50.53374990312766,64.10843501377784
2018-06-03,54.69422050382444,47.96058330656599,61.80424725653687
2018-06-10,52.055624668046086,45.1424220138067,58.88150403843981
2018-06-17,51.81712758376071,44.80371456474248,58.83562983021303
2018-06-24,53.29826568110321,46.25831432376073,60.67861780472953
2018-07-01,53.74010785399486,46.86270310027968,60.6311372252932
2018-07-08,51.5526334680266,44.86439623460312,58.41560292154727
2018-07-15,48.02260343420892,40.95944203759294,55.20302544564449
2018-07-22,45.53517434125911,38.55999710019815,52.06826357645228
2018-07-29,44.75091197302177,37.39015546300906,51.64922765066758
2018-08-05,44.26522467178703,37.567224335703486,51.05385228885255
2018-08-12,42.8535157383879,35.49650059725939,50.35409963406418
2018-08-19,41.09920509629818,33.89320474198279,47.94427261476492
2018-08-26,40.2968688073546,32.61668123788232,47.17467837211049
2018-09-02,40.37168150590837,33.4834274395044,46.8863532818638
2018-09-09,39.88860750116946,32.81187267956528,46.80008016382091
2018-09-16,38.23484772626592,31.042112668920154,45.58427927471245
2018-09-23,36.85334236142981,29.965475939768897,43.80602744799575
2018-09-30,37.501703992423,29.84591705109628,44.58333248821965
2018-10-07,39.64531988388476,32.596240014918784,46.332228272710935
2018-10-14,40.672035834152,33.455071965855254,47.59438189176312
2018-10-21,39.149760110396656,33.24539540032825,46.263751918255885
2018-10-28,37.1030158578368,30.061976266070975,44.30270768148176
2018-11-04,38.01273975927184,30.811608206242838,44.595643477218
2018-11-11,42.53096026033164,35.76869889888285,49.360412281194535
2018-11-18,47.19028447935423,40.15488900045533,54.01591185255623
2018-11-25,48.14493662838563,41.3846389706927,55.12658104618089
2018-12-02,45.79238080507707,38.47861404783188,53.2635147380232
2018-12-09,44.64762327760768,37.25786877387386,51.29220517881574
2018-12-16,48.26903012358585,41.07589700827631,55.21769521463393
2018-12-23,55.018644449047045,47.67640281281116,62.09570946730616
2018-12-30,59.66127743888439,52.37889508628152,67.06652621824212
2019-01-06,59.02116669927775,52.24057469136418,66.15439304932913
2019-01-13,55.20566658513626,48.25513033488978,61.9083013978548
2019-01-20,52.88298131602608,46.167884009227365,59.86527634544006
2019-01-27,54.08735634799194,46.90032197109501,61.011369968513385
2019-02-03,56.61854537885649,49.51450866034843,63.00386348208888
