ds,yhat,yhat_lower,yhat_upper
2023-01-08,60.135203137454,53.23685801415375,67.04207364181077
2023-01-15,56.29825885235969,49.327827368471176,63.73670386113122
2023-01-22,54.981642793085534,47.69222177086069,61.642336468488125
2023-01-29,56.91809917331948,49.92651481459421,64.45856952946319
2023-02-05,59.18541235323488,52.12497763602636,65.90643474700462
2023-02-12,59.33575874918209,52.6759988261253,66.51570749298644
2023-02-19,58.29920016375857,51.28179512691072,65.15731054171738
2023-02-26,58.70070550801508,51.73207979347124,65.49509535006983
2023-03-05,61.13994161424127,54.17236749112451,68.26899713132191
2023-03-12,63.31431302982662,56.23087389689329,70.10334639691646
2023-03-19,62.965399252185854,55.83986165307048,70.2426318266033
2023-03-26,60.72576880611066,53.68908390042667,67.77047411234308
2023-04-02,59.248770302000544,52.22086737204355,66.31071129424964
2023-04-09,59.88045546138663,52.74237683221018,66.8658964757578
2023-04-16,61.19204847957912,53.82865596578156,67.723514407118
2023-04-23,61.11459985438675,53.65817950423473,68.24023992559914
2023-04-30,59.718226664241165,53.2013290569082,66.5925650723989
2023-05-07,58.970205405896735,52.039599591137545,65.66382933528298
2023-05-14,59.88554594824669,52.74373381690999,66.92765797388391
2023-05-21,60.93887387634791,53.68874178666477,68.21615863162225
2023-05-28,59.9346746115521,52.9368260502829,67.22192526230143
2023-06-04,56.95482650584936,49.50189085522059,64.45100474607915
2023-06-11,54.50615944883938,47.98332201527478,62.03172627028467
2023-06-18,54.541744898738266,47.97670723909528,62.03513875698645
2023-06-25,56.05166919769054,49.30372009170028,62.570628837980045
