ds,yhat,yhat_lower,yhat_upper
2023-01-08,60.135203137454,53.308774624970695,67.00936947928939
2023-01-15,56.29825885235969,49.1163173387646,63.95339527642233
2023-01-22,54.981642793085534,48.091978674304976,61.57310987445025
2023-01-29,56.91809917331948,49.94200403702136,63.38812010306236
2023-02-05,59.18541235323488,51.712269574771454,66.12191315228243
2023-02-12,59.33575874918209,52.48960363282743,67.01243676638074
2023-02-19,58.29920016375857,51.1644022343168,65.45874085938738
2023-02-26,58.70070550801508,51.73103690885511,65.21082933931488
2023-03-05,61.13994161424127,54.00562542441023,68.52272731897878
2023-03-12,63.31431302982662,56.28814310875537,70.99135048283932
2023-03-19,62.965399252185854,55.90017170827894,70.4664860291488
2023-03-26,60.72576880611066,53.28912223390311,67.80825955260973
2023-04-02,59.248770302000544,52.1645909940271,66.13712635869179
2023-04-09,59.88045546138663,53.1865261741662,66.92365547779562
2023-04-16,61.19204847957912,53.93302483748133,68.24937680634187
2023-04-23,61.11459985438675,53.81490457028917,68.21094536891636
2023-04-30,59.718226664241165,52.941131964879965,67.23677775476376
2023-05-07,58.970205405896735,52.2424273329031,65.77145466744832
2023-05-14,59.88554594824669,53.39081038007512,66.39129329539077
2023-05-21,60.93887387634791,53.68209253893257,67.89683427353941
2023-05-28,59.9346746115521,52.89091264689595,66.7301403851183
2023-06-04,56.95482650584936,49.50652058862083,64.08875455269241
2023-06-11,54.50615944883938,47.66658642205337,61.32297474792578
2023-06-18,54.541744898738266,47.36362771809567,61.57474527352085
2023-06-25,56.05166919769054,49.01360806489375,63.32215786058587
2023-07-02,56.2387924706022,49.506757444842826,63.11696722304
2023-07-09,53.800919819685845,47.01182000161304,60.656481354007056
2023-07-16,50.27936917877077,43.02387260622227,57.62938362640941
2023-07-23,47.988848779042726,41.27579129240419,55.21836480505688
2023-07-30,47.32357057548563,40.473584911914834,54.00868368751912
2023-08-06,46.7700604561992,39.27071974260708,54.05842238884616
2023-08-13,45.26271829527931,38.49924204802423,52.131161266139216
2023-08-20,43.55826001516541,36.29566701955709,50.280118678868746
2023-08-27,42.888344612716,36.02730562746898,49.58158020449022
2023-09-03,42.9787271844432,36.20341148787848,49.67923746674681
2023-09-10,42.36357613727429,35.817014490366994,49.62659325043565
2023-09-17,40.640028561561095,33.19031875838763,46.937934092016405
2023-09-24,39.415151003110175,32.17013565620929,46.57962473438655
2023-10-01,40.30208240596838,33.6466483300561,47.546271101049165
2023-10-08,42.46253614482572,35.511354979749655,49.51718514692794
2023-10-15,43.229943869181774,36.75059947445328,49.96900480884933
