ds,yhat,yhat_lower,yhat_upper
2018-01-07,57.914496147786,51.11716866229909,64.96685831500507
2018-01-14,54.03729619611837,46.92010020787024,60.96659903352122
2018-01-21,52.33007152937526,45.023008971135646,59.27976013694964
2018-01-28,54.02094806070106,47.4917585562653,60.45789755629739
2018-02-04,56.41681467532492,49.40031052204888,63.7753472695608
2018-02-11,56.811328302840224,50.00614202962665,63.75414796004059
2018-02-18,55.77339347861464,48.86752923525833,62.28642043905926
2018-02-25,55.93284399479445,48.47699001115652,62.85059059259329
2018-03-04,58.22813830346254,51.18592642094213,65.0612985274818
2018-03-11,60.57281462834858,53.96166255435397,67.40513320650514
2018-03-18,60.52304196982404,53.91226811535474,67.68036059084974
2018-03-25,58.36866108215041,51.5489142668221,65.4346988952264
2018-04-01,56.69697824470658,49.54796714677694,63.60223667984295
2018-04-08,57.12947144568998,49.61098192528805,63.95677704209423
2018-04-15,58.4849246076651,50.92874128004807,65.01237619801466
2018-04-22,58.60276115098999,51.600579339383096,65.59080309111825
2018-04-29,57.2670236259759,50.73583598607539,64.60592935369341
2018-05-06,56.35956041810481,49.02994820778592,63.34959034983546
2018-05-13,57.12913166781002,50.347308884942414,64.08088097419561
2018-05-20,58.2894049604746,51.222224383473126,64.84245560073246
2018-05-27,57.55770114282405,50.56315609848096,64.53826081326325
2018-06-03,54.69422050382444,47.575659397927446,61.51203541761702
2018-06-10,52.055624668046086,45.1100081703629,58.83620048329986
2018-06-17,51.81712758376071,45.06633161788156,59.01470039715007
2018-06-24,53.29826568110321,46.12178602669913,60.08570898110492
2018-07-01,53.74010785399486,46.90854410358813,60.71992851278866
2018-07-08,51.5526334680266,44.53075908224477,59.0073296533126
2018-07-15,48.02260343420892,41.3754205698866,55.0810363852646
2018-07-22,45.53517434125911,38.97276453611013,52.531932868992925
2018-07-29,44.75091197302177,37.45616055008296,52.22721884938139
2018-08-05,44.26522467178703,37.60774911954962,51.1632996424256
2018-08-12,42.8535157383879,35.91589053393751,50.05651218764868
2018-08-19,41.09920509629818,34.03476872099827,47.53800684645538
2018-08-26,40.2968688073546,33.501858407507726,47.17410660170573
2018-09-02,40.37168150590837,33.18050167727258,46.89141748369149
2018-09-09,39.88860750116946,32.92734300772926,46.79843285938269
2018-09-16,38.23484772626592,31.285148784832227,45.04334588118158
2018-09-23,36.85334236142981,29.31302757615776,43.80734899681625
2018-09-30,37.501703992423,30.141950347694447,44.45918613790086
2018-10-07,39.64531988388476,32.45133444488533,46.41606995187392
2018-10-14,40.672035834152,33.64904590388009,47.323271641412646
2018-10-21,39.149760110396656,32.093745459945644,45.91406705055741
2018-10-28,37.1030158578368,30.605840356071752,44.224885438494944
2018-11-04,38.01273975927184,30.851019517332265,44.87299668552493
2018-11-11,42.53096026033164,35.9994397456055,50.09079233471114
2018-11-18,47.19028447935423,40.0999716813476,54.0980792203576
2018-11-25,48.14493662838563,41.48906203448632,54.758483172850006
2018-12-02,45.79238080507707,38.94588654030457,52.784102824411406
2018-12-09,44.64762327760768,37.8849425255858,51.58900771744729
2018-12-16,48.26903012358585,41.46057765236572,55.00819069472409
2018-12-23,55.018644449047045,48.43640227325765,62.444375307805245
2018-12-30,59.66127743888439,52.75472234783727,67.18821566199173
2019-01-06,59.02116669927775,52.06105170132362,65.93488720918069
2019-01-13,55.20566658513626,48.42112469685112,62.06835277112967
2019-01-20,52.88298131602608,45.620492930512434,59.52280552825036
2019-01-27,54.08735634799194,46.96872534663903,61.31656660351125
2019-02-03,56.61854537885649,49.37035198286983,63.4998433256641
2019-02-10,57.43518466990242,50.95389259867834,64.87429294253766
2019-02-17,56.471255579737885,49.504298370022006,63.55121971819792
2019-02-24,56.25645990863531,49.48469484244029,63.296046968031234
2019-03-03,58.25313584669427,51.37084148311976,65.42217427477992
2019-03-10,60.8102709095238,53.77129024758297,68.2306417533415
2019-03-17,61.26522269188887,54.208067196471816,68.40268531750928
2019-03-24,59.32645097174205,52.49257778794379,66.13312979949683
2019-03-31,57.37774996013338,50.61777883594344,64.38590680070365
2019-04-07,57.44490427076767,50.60337535446797,64.71894533188342
2019-04-14,58.810247220256,51.84277112370621,66.0169126675756
2019-04-21,59.24566377655796,52.23242835649219,66.36529483964507
2019-04-28,58.06510441150814,50.81355208506613,65.21867728518038
2019-05-05,56.92985838764914,50.05969350546271,64.39243995779185
2019-05-12,57.42121604967777,50.31686907948815,64.44031348235664
2019-05-19,58.69319184050592,51.930335540275244,65.84955916837745
2019-05-26,58.40586106267559,51.741973863097016,65.44679019793668
2019-06-02,55.80213181147253,48.64313913490322,62.40360296506893
2019-06-09,52.91029886677345,45.760460819228655,59.68135064994067
2019-06-16,52.19761782410398,45.220174099037216,59.17083523537292
2019-06-23,53.5523314424308,46.900638306963465,60.81853925254489
2019-06-30,54.37186034208351,47.59087879395456,61.53170615210452
2019-07-07,52.637106201538,45.91962236245427,59.70139672114534
2019-07-14,49.16093008843807,41.92418429874001,56.30832559938422
2019-07-21,46.364294901887206,39.02738443384969,53.39224362261343
2019-07-28,45.34057053632665,37.910127081988655,52.25783685723447
2019-08-04,44.9312786790635,38.070503133041925,52.46603214801589
2019-08-11,43.69526185887952,36.47582922390316,50.07625534497959
2019-08-18,41.89632356852052,34.80701092898206,48.729819960278334
2019-08-25,40.87240014022726,33.53116110840445,47.8743566114482
2019-09-01,40.87902748196771,34.05200528466085,47.83730649133709
2019-09-08,40.59554884790828,33.4057711191385,47.70143156529384
2019-09-15,39.09778605460284,32.548113841024914,46.09953696827247
2019-09-22,37.5072712749292,30.48924244290536,44.163412256049725
2019-09-29,37.74570231354427,31.10241922492408,45.42664450650487
2019-10-06,39.78668975192492,32.28498299728913,46.532285703263206
2019-10-13,41.2009070359826,34.32672236168516,47.9672906419503
2019-10-20,40.08508384372224,32.70004571750773,46.70796280694091
2019-10-27,37.86167613796238,30.64804048103372,44.96956745308941
2019-11-03,38.06673449453002,30.35942056926164,44.75697381657652
2019-11-10,42.10083329890801,35.48021324459684,48.96387508380146
2019-11-17,47.0796478375594,40.164870883067785,53.93244331620609
2019-11-24,48.82438116148984,41.32235524195958,55.60596151812083
2019-12-01,46.80061447305769,39.69890386089772,53.3658375746453
2019-12-08,45.071621610501005,38.07605848349888,52.03402527189389
2019-12-15,47.79495780783727,40.852014856216606,55.10636730117703
2019-12-22,54.33294667285944,47.42681683947281,61.7337851615729
2019-12-29,59.717830126392,52.6983602361742,66.14117360905864
2020-01-05,60.015662461859904,52.65376710939122,66.75159604155886
2020-01-12,56.426542793750805,49.13794793685649,63.44403607433741
2020-01-19,53.55783069274136,47.208759120012274,60.42252014692679
2020-01-26,54.19472506511341,47.201579679315415,61.72147077663356
2020-02-02,56.75236074576526,50.17218055096026,63.48463907405336
2020-02-09,57.99030856715741,51.02093110411924,65.0863818408542
2020-02-16,57.19247973227597,50.32721045426968,64.16944267355375
2020-02-23,56.656289528689605,49.49029421867154,63.593867871183576
2020-03-01,58.29492329093294,51.48898354936967,65.26998247067108
2020-03-08,60.96891548733237,54.383489305187176,67.72879218974266
2020-03-15,61.91830379323053,55.506031711683,68.94924627308332
2020-03-22,60.28057633753553,53.590384151641096,67.891744420742
2020-03-29,58.12675352913723,51.48603504144191,65.00287290782111
2020-04-05,57.80160523518432,50.76413001422719,64.69497673133395
2020-04-12,59.09605634900036,52.28292200488403,66.00086571621702
2020-04-19,59.82457035982527,52.92242891766973,67.246766319347
2020-04-26,58.85973711946514,51.45779400793548,66.03082370445496
2020-05-03,57.55444668755449,50.529669959768775,65.06284569766846
2020-05-10,57.7376079224736,50.77392560511319,64.70353520038357
2020-05-17,59.03690311217952,51.94086943013661,65.87568139540817
2020-05-24,59.16586910835593,52.76485497667659,65.66543674210287
2020-05-31,56.89373049201907,50.02458719606502,63.57957997504275
2020-06-07,53.83661086533283,46.50111083230987,60.52815584991436
2020-06-14,52.64578976416271,45.54085232636904,59.90984457030493
2020-06-21,53.78164584897563,46.98886040781616,60.82269151868864
2020-06-28,54.90767813360016,47.946010613939485,61.93049568653922
2020-07-05,53.65560246039789,46.82271044318441,60.91667969206487
2020-07-12,50.31975504579935,42.94720214130472,57.6026770743654
2020-07-19,47.25163350630815,40.1471147401764,53.98559087743486
2020-07-26,45.9452878416223,39.00190057200504,53.29663204880379
2020-08-02,45.560289451369634,38.718579433055446,52.59222627712332
2020-08-09,44.51060428352047,37.23261025852837,51.72868714676387
2020-08-16,42.71677271356671,35.83595047734741,50.12963358857549
2020-08-23,41.481157529465975,34.48247015131789,48.48798727881832
2020-08-30,41.37130317141879,34.25494625602146,48.27813085349717
2020-09-06,41.252673771688464,34.502493987155546,47.915182971304674
2020-09-13,39.95056975403944,33.03110169577847,46.8565558982439
2020-09-20,38.22116575624446,31.609472336938,45.51725933955508
2020-09-27,38.05062229185255,30.485003407232764,45.06542153196447
2020-10-04,39.90260339585758,33.43956905789039,46.66122262074415
2020-10-11,41.63484758986925,34.80914792260787,48.73341294465416
2020-10-18,40.97444092105259,33.86659951543079,47.96165184052775
2020-10-25,38.70035797327302,31.58171243197832,46.01255619340749
2020-11-01,38.25238649671354,31.3504312580269,45.17703968510301
2020-11-08,41.70148537812876,34.33652608019267,48.18826655892078
2020-11-15,46.85142228556671,39.9111774756425,54.181534167145024
2020-11-22,49.36620643801622,42.40896078585935,56.58809011382083
2020-11-29,47.814629946568175,41.1899973017818,54.92890990218231
2020-12-06,45.64910303703628,38.43472339453966,52.870710771491474
2020-12-13,47.45276346222813,40.41990400438093,54.12039584525121
2020-12-20,53.60442454738851,46.68855547351771,60.632208264317256
2020-12-27,59.593759218209854,52.78978957083316,66.13877223709441
2021-01-03,60.873365027948815,54.617239428455576,68.17618013622703
2021-01-10,57.673737960673655,50.81749203609308,64.56550310382984
2021-01-17,54.35554953814611,47.62854614795548,61.05876401794486
2021-01-24,54.36590756209527,46.89611989501395,61.309694629338026
2021-01-31,56.83382352250709,49.671860716673706,63.49844542114521
2021-02-07,58.46905055759851,51.16089126022547,65.00813946262802
2021-02-14,57.92143758855843,50.9050436809491,64.91205795742653
2021-02-21,57.133275583559815,50.38707911501282,64.20110918167549
2021-02-28,58.37307113812004,50.96412403987938,64.96947842370422
2021-03-07,61.06500199308435,54.24300573545904,67.95348452461782
2021-03-14,62.478263881360746,55.58022116289512,69.56483492731833
